epoch,accuracy,loss,val_accuracy,val_loss
0,0.614062488079071,0.6487579345703125,0.6875,0.6247194409370422
1,0.729687511920929,0.543570876121521,0.734375,0.531891405582428
2,0.778124988079071,0.49329715967178345,0.703125,0.5433418154716492
3,0.807812511920929,0.4262774586677551,0.75,0.5397260785102844
4,0.8374999761581421,0.38404902815818787,0.6875,0.6019740104675293
5,0.885937511920929,0.3082314729690552,0.734375,0.5894620418548584
6,0.921875,0.25789931416511536,0.71875,0.6322786808013916
7,0.9671875238418579,0.1668284386396408,0.75,0.7837830781936646
8,0.987500011920929,0.12141446769237518,0.703125,0.7661358714103699
9,0.995312511920929,0.08911841362714767,0.703125,0.7606338262557983
10,0.996874988079071,0.07859662920236588,0.71875,0.7485046982765198
11,1.0,0.0628780871629715,0.71875,0.9143158793449402
12,1.0,0.053984057158231735,0.671875,0.8938414454460144
13,1.0,0.04933750629425049,0.734375,0.8506588339805603
14,1.0,0.044465236365795135,0.75,0.7431461215019226
15,1.0,0.0436982586979866,0.734375,0.8435782194137573
16,1.0,0.03955213725566864,0.703125,0.9358029961585999
17,1.0,0.0358501560986042,0.671875,0.822041928768158
18,1.0,0.03365094214677811,0.6875,0.9208855628967285
19,1.0,0.031797103583812714,0.6875,0.9146915674209595
20,1.0,0.030136678367853165,0.703125,0.899348795413971
21,1.0,0.02844361588358879,0.71875,0.9171919226646423
22,1.0,0.02582409419119358,0.71875,0.8644948601722717
23,1.0,0.02401311695575714,0.6875,1.0186313390731812
24,1.0,0.022949470207095146,0.671875,0.9633708000183105
25,1.0,0.02220022864639759,0.6875,0.9552004337310791
26,1.0,0.021219849586486816,0.71875,0.8152151703834534
27,1.0,0.02002541348338127,0.65625,1.0200175046920776
28,1.0,0.018306249752640724,0.65625,0.8875973224639893
29,1.0,0.017406748607754707,0.65625,1.0028374195098877
